MOL_ID,molecule_ID,molecule_name,mw,hdon,hacc,alogp,halflife,ob,caco2,bbb,dl,FASA,tpsa,rbn
MOL004018,4018,Goshuyuamide I,305.410,2,3,3.296,31.307444,83.1878691453,1.19616,0.63561,0.38735,0.3145321,48.13,2
MOL004019,4019,GoshuyuamideII,319.390,1,4,3.175,0.635035,69.1098579005,1.10553,0.11949,0.43166,0.2761327,59.79,3
MOL004020,4020,gossypetin,318.250,6,8,1.236,15.050094,35.0025754158,-0.09156,-1.02096,0.30755,0.36432737,151.59,1
MOL004021,4021,Gravacridoneshlirine,359.830,2,5,3.338,17.36604,63.7338274149,0.58925,-0.42872,0.5392,0.39334407,71.69,2
MOL004022,4022,"Methyl 3,3,6-tri-O-galloyl-beta-D-glucopyranoside",650.540,10,18,1.619,,3.01372069231,-1.82816,-3.04833,0.53065,0.39916295,299.66,11
MOL004023,4023,Veratral,166.190,0,3,1.557,,29.0088157757,1.01992,0.87412,0.038337,0.24565966,35.53,3
MOL004024,4024,MeODMT,218.330,1,2,2.502,-2.746158,63.7793369493,1.66252,1.35704,0.089592,0.17895103,28.26,4
MOL004025,4025,N-(2-Methylaminobenzoyl)tryptamine,293.400,3,3,3.045,22.74878,56.9560680189,1.22209,0.80195,0.26287,0.29831222,56.92,5
MOL004026,4026,o-Amino-N-methylbenzamide,150.200,3,3,0.292,-1.964628,89.563282063,0.44401,0.35221,0.030678,0.31119561,55.12,1
MOL004027,4027,"1,4-Epoxy-16-hydroxyheneicos-1,3,12,14,18-pentaene",316.530,1,2,6.154,-1.434419,45.1013976017,1.28350,0.66355,0.24283,0,33.37,13
MOL004028,4028,3-O-(2-rhamnosylglucosyl) oleanolic acid,765.100,8,12,3.093,,7.35043429818,-1.40055,-2.14960,0.14389,0,206.6,5
MOL004029,4029,Visnagin,230.230,0,4,2.189,9.499376,44.2496663101,1.10010,0.65279,0.15152,0,52.58,1
MOL004030,4030,"(4aR,7R)-7-isopropenyl-1,4a-dimethyl-3,4,5,6,7,8-hexahydronaphthalen-2-one",218.370,0,1,3.806,5.487687,35.370402343,1.42608,1.54745,0.09576,0,17.07,1
MOL004031,4031,(6S)-1-isopropyl-3-isopropylidene-6-methyl-6-vinylcyclohexene,204.390,0,0,4.875,,21.7230098938,1.88070,2.09467,0.060097,0,0,2
MOL004032,4032,"(4aS,6R,8aS)-4a-hydroxy-6-isopropenyl-4,8a-dimethyl-5,6,7,8-tetrahydro-1H-naphthalen-2-one",234.370,1,2,2.666,6.41608,53.4195222929,0.85400,0.75391,0.11668,0,37.3,1
MOL004033,4033,α-Selinene,204.390,0,0,4.753,,24.6666402554,1.83888,2.07126,0.081044,0,0,1
MOL004034,4034,Ammiol,276.260,1,6,1.284,,26.1721861161,0.36645,-0.15904,0.22321,0,82.04,3
MOL004035,4035,"4,5-secoeudesmane",210.450,0,0,5.980,,14.7444983093,1.81187,2.06955,0.056304,0,0,5
MOL004036,4036,"Eudesma-4,6-dien-3-one",218.370,0,1,3.753,4.590127,30.4536954296,1.42636,1.51505,0.095396,0,17.07,1
MOL004037,4037,beta-muurolene,204.390,0,0,4.745,,16.8760187799,1.83718,2.17258,0.077316,0,0,1
MOL004038,4038,beta-Rotunol,234.370,1,2,2.666,6.628072,59.6897829955,0.84406,0.76307,0.11668,0,37.3,1
MOL004039,4039,"4,7-dimethyl-1-tetralone",174.260,0,1,3.089,17.55314,34.4135915642,1.41445,1.50485,0.060219,0,17.07,0
MOL004040,4040,cyperenoic acid,234.370,1,2,3.436,,22.1901378412,1.03059,1.15505,0.14043,0,37.3,1
MOL004041,4041,Cyperol,220.390,1,1,3.846,,27.6140432041,1.28470,1.35429,0.09503,0,20.23,1
MOL004042,4042,Cyperolone,236.390,1,2,2.504,12.173149,42.5882701243,0.83314,0.77368,0.11048,0,37.3,2
MOL004043,4043,cyperotundone,218.370,0,1,3.177,-1.281536,55.5993865672,1.34032,1.54644,0.12461,0,17.07,0
MOL004044,4044,cyprotene,192.380,0,0,4.243,12.535184,56.5041049634,1.80028,2.09678,0.076534,0,0,0
MOL004045,4045,dehydroaromadendrene,202.370,0,0,3.778,11.689176,53.5920043458,1.84169,2.06011,0.10471,0,0,0
MOL004046,4046,Dimethyl tetrasulfide,158.360,0,0,2.567,12.179692,51.3357604827,2.01780,2.14210,0.0027718,0,101.2,3
MOL004047,4047,epi-alpha-selinene,206.410,0,0,4.949,,24.4241804532,1.82037,2.11601,0.080292,0,0,1
MOL004048,4048,keto-L-fructose,180.180,5,6,-2.693,7.398662,49.6718116449,-1.62993,-3.62075,0.034443,0,118.22,5
MOL004049,4049,5beta-Cyprinol,452.750,5,5,2.977,,12.5727418938,-0.68688,-1.55394,0.82904,0,101.15,7
MOL004050,4050,gamma-Calacorene,200.350,0,0,4.791,,26.5472781389,1.88809,1.95632,0.078149,0,0,1
MOL004051,4051,"(1S,3aS,4S,7R,8aS)-7-isopropenyl-1,4-dimethyl-2,3,3a,5,6,7,8,8a-octahydroazulene-1,4-diol",238.410,2,2,2.616,8.862301,71.9979282949,0.69873,0.65613,0.10525,0,40.46,1
MOL004052,4052,isocyperol,220.390,1,1,3.705,,22.0820810714,1.26570,1.29233,0.095205,0,20.23,1
MOL004053,4053,Isodalbergin,268.280,1,4,3.095,3.624353,35.4543885591,0.80051,0.19700,0.20183,0,59.67,2
MOL004054,4054,isokobusone,222.360,1,2,2.297,4.419769,39.6278034255,0.66682,0.51327,0.10586,0,37.3,0
MOL004055,4055,"6-[(3S,5R)-1-methyl-5-methylol-3-piperidyl]-2-pyridone",222.320,2,4,-0.365,3.674991,69.5520604009,0.15918,-0.23910,0.085588,0,56.33,2
MOL004056,4056,α-Cadinene,204.390,0,0,4.745,,14.7628429613,1.86847,2.03988,0.07729,0,0,1
MOL004057,4057,(-)-Isorotundene,204.390,0,0,4.427,4.888416,50.71541691,1.82714,2.1269,0.098691,0,0,0
MOL004058,4058,Khell,260.260,0,5,2.173,10.868849,33.192502757,1.12320,0.60296,0.1939,0,61.81,2
MOL004059,4059,khellol glucoside,408.390,4,10,-0.446,14.338812,74.9566208993,-1.05092,-1.56494,0.7226,0,151.96,5
MOL004060,4060,Khellol,246.230,1,5,1.301,10.629826,68.3612507417,0.42311,-0.05072,0.17653,0,72.81,2
MOL004061,4061,kobusone,222.360,0,2,2.111,6.01937,39.156151484,1.00987,1.08085,0.13133,0,29.6,0
MOL004062,4062,Koelreuteria saponin A,602.940,4,7,5.213,,17.0306020105,-0.32666,-1.12992,0.39954,0,116.45,4
MOL004063,4063,ledane,206.410,0,0,4.419,11.799068,52.8214112209,1.82766,2.12459,0.10361,0,0,0
MOL004065,4065,mustakone,218.370,0,1,3.238,,16.9067449082,1.31807,1.44820,0.14046,0,17.07,1
MOL004066,4066,nootkatene,202.370,0,0,4.309,7.06776,33.1253137171,1.85128,2.06207,0.082906,0,0,1
MOL004067,4067,()-Nootkatone,218.370,0,1,3.612,4.386,33.0438011489,1.36440,1.50945,0.097092,0,17.07,1
MOL004068,4068,rosenonolactone,316.480,0,3,3.375,6.548737,79.8380645215,0.71651,0.43137,0.37112,0,43.37,1
MOL004069,4069,rotundene,204.390,0,0,4.373,4.936516,48.39160204,1.82547,2.12652,0.098572,0,0,0
MOL004070,4070,rotundenol,220.390,1,1,3.460,7.510493,74.9479916962,1.31585,1.49821,0.11736,0,20.23,0
MOL004071,4071,Hyndarin,355.470,0,5,3.600,2.415522,73.9366892912,0.99841,0.62102,0.64304,0,40.16,4
MOL004072,4072,Rouhuoside,824.860,12,20,-1.226,,3.46240606633,-2.66499,-4.00813,0.30647,0,328.35,11
MOL004073,4073,stigmasterol glucoside,574.930,4,6,5.893,,21.3181738714,-0.20627,-0.92030,0.62936,0,99.38,8
MOL004074,4074,stigmasterol glucoside_qt,412.770,1,1,7.640,5.638083,43.8298515785,1.31278,0.84439,0.75642,0,20.23,5
MOL004075,4075,sugebiol,236.390,2,2,2.182,-0.970536,73.3685607959,0.58853,0.38742,0.14092,0,40.46,0
MOL004076,4076,sugeonol,234.370,1,2,2.142,,19.5361958313,0.72287,0.71000,0.14178,0,37.3,0
MOL004077,4077,sugeonyl acetate,276.410,0,3,2.521,4.215009,45.0764805338,0.71900,0.58032,0.19742,0,43.37,2
MOL004078,4078,sugetriol,252.390,3,3,1.012,8.513377,68.8747443747,-0.09959,-0.65137,0.15903,0,60.69,0
MOL004079,4079,(E)-calamenene,202.370,0,0,5.041,,17.3113126501,1.89268,2.10125,0.077624,0,0,1
MOL004080,4080,Vanay,218.230,0,6,-0.271,,7.24354228989,0.08466,-0.13662,0.055224,0,78.9,8
MOL004081,4081,"4',5-dimethoxyquercetin",330.310,3,7,2.006,,6.33624556134,0.46243,-0.42836,0.33767,0,109.36,3
MOL004082,4082,TGL,891.670,0,6,22.259,,15.1300373457,0.53961,-1.12378,0.13303,0,78.9,56
MOL004083,4083,Tamarixetin,316.280,4,7,1.755,14.591663,32.8586714537,0.11279,-0.44299,0.30625,0,120.36,2
MOL004084,4084,Spinacetin,346.310,4,8,1.738,,11.2163098977,0.13628,-0.52896,0.37563,0,129.59,3
MOL004085,4085,taraxasterol,468.840,0,2,7.782,,8.18875730756,1.41636,1.21518,0.73978,0,26.3,2
MOL004086,4086,ivangustin,248.350,1,3,2.404,5.438122,42.9229932472,0.66008,0.31984,0.17184,0,46.53,0
MOL004087,4087,"1,5-di-O-Caffeoylquinic acid",516.490,7,12,1.561,,1.77059812508,-1.12940,-2.32321,0.67932,0,211.28,9
MOL004088,4088,britannilactone,266.370,2,4,1.805,6.867235,61.2308093519,0.18238,-0.24747,0.14199,0,66.76,4
MOL004089,4089,inulicin,308.410,1,5,2.117,3.699875,30.1231233378,0.13320,-0.53181,0.22319,0,72.83,5
MOL004090,4090,"3-[(3aS,4R,5R,8aR)-4-hydroxy-5,7-dimethyl-3-methylene-2-oxo-4,5,8,8a-tetrahydro-3aH-cyclohepta[b]furan-6-yl]propyl acetate",308.410,1,5,2.117,3.856259,73.3516690053,0.09846,-0.55522,0.22317,0,72.83,5
MOL004091,4091,inuchinenolide C,306.390,0,5,1.646,,26.0015956317,0.27108,-0.32055,0.21032,0,69.67,5
MOL004092,4092,"[(3aR,4R,7aR)-5-[(1S)-4-acetoxy-1-methyl-butyl]-6-methyl-3-methylene-2-oxo-3a,4,7,7a-tetrahydrobenzofuran-4-yl] acetate",350.450,0,6,2.563,11.332154,39.0292315048,0.16655,-0.33449,0.30618,0,78.9,8
MOL004093,4093,Azaleatin,316.280,4,7,1.755,14.649807,54.2787702948,0.27641,-0.60736,0.30393,0,120.36,2
MOL004094,4094,Britanin,366.450,1,7,0.828,4.919222,33.7326142531,-0.15188,-0.53551,0.41284,0,99.13,4
MOL004095,4095,"Cinnamic acid, 3,4-dimethoxy- (8CI)",208.230,1,4,1.869,3.322499,63.8616301105,0.56678,0.52338,0.066813,0,55.76,4
MOL004096,4096,epifriedelanol acetate,470.860,0,2,7.865,2.234714,31.18171516,1.39009,1.1268,0.73984,0,26.3,2
MOL004097,4097,Inumakilactone E,364.430,3,7,0.226,,5.55508872736,-0.73869,-1.35484,0.55336,0,117.2,2
MOL004098,4098,6-O-p-Hydroxybenzoyl ajugol,468.500,6,11,-1.296,,9.30036514754,-1.64098,-2.33756,0.81113,0,175.37,6
MOL004099,4099,Luteolin 8-O-beta-D-galatoside,448.410,7,11,0.162,,28.8761972655,-1.31899,-2.54301,0.7799,0,190.28,4
MOL004100,4100,N-Salicylidene-salicylamine,227.280,2,3,2.899,3.843168,95.4574876579,1.11899,0.48451,0.10926,0,52.82,3
MOL004101,4101,Melilotoside,326.330,5,8,-0.270,5.724683,36.8544555703,-1.03717,-1.36668,0.25525,0,136.68,5
MOL004102,4102,2-Coumarate,164.170,2,3,1.635,7.489936,53.6043457816,0.47511,0.27760,0.039205,0,57.53,2
MOL004103,4103,Paucin,468.550,3,10,0.018,,27.3394642634,-0.82496,-1.31189,0.85613,0,148.82,5
MOL004104,4104,Pratol,268.280,1,4,2.853,,20.0401053376,0.76330,-0.11834,0.2095,0,59.67,2
MOL004105,4105,Quercetin-3-L-arabinon-7-D-glucoside,552.480,8,15,-2.290,,5.64652168043,-2.04478,-2.48740,0.75238,0,249.97,8
MOL004106,4106,Quercetin-3-L-arabinon-7-D-glucoside_qt,390.320,5,10,-0.386,,9.81370502378,-1.02650,-1.38410,0.50117,0,170.82,5
MOL004107,4107,Syrionylglycerol-beta-syringaresinol,969.050,10,23,-1.196,,3.013720692,-2.86369,-4.15399,0.092964,0,322.29,19
MOL004108,4108,Syrionylglycerol-beta-syringaresinol_qt,644.730,4,13,2.613,,8.40134849534,-0.56104,-1.54174,0.59594,0,163.99,13
MOL004109,4109,"[(3aS,5R,5aS,6S,8S,8aR,9S,9aR)-6-acetoxy-8-hydroxy-5,8a-dimethyl-1-methylene-2-oxo-4,5,5a,6,7,8,9,9a-octahydro-3aH-azuleno[6,5-b]furan-9-yl] acetate",366.450,1,7,0.828,,11.3922629354,0.02012,-0.31557,0.41279,0,99.13,4
MOL004110,4110,Isotrifolin,463.400,7,12,-1.265,,3.66198870134,-1.64673,-1.99681,0.76595,0.044185195,213.34,5
MOL004111,4111,ZINC04027388,426.800,1,1,7.403,,12.6566858306,1.38595,1.13511,0.7632,0,20.23,0
MOL004112,4112,Patuletin,332.280,5,8,1.487,14.31008,53.1141211693,0.01390,-0.70871,0.33994,0,140.59,2
MOL004113,4113,"(E)-6-Methyl-3,5-heptadien-2-one",152.260,0,1,2.893,-1.132347,59.3239417777,1.37808,1.44229,0.020629,0.33027425,17.07,4
MOL004114,4114,"3,2',4',6'-Tetrahydroxy-4,3'-dimethoxy chalcone",332.330,4,7,2.600,17.939383,52.69264509,0.44543,-0.14504,0.28064,0.26086479,116.45,5
MOL004115,4115,"3,3',5,5'-tetramethoxy-7,9'7',9-diepoxy-lignan-4,4'-di-O-β-D-glucopyranoside",742.800,8,18,-1.708,,5.18581476614,-2.23443,-3.61718,0.29292,0.1936634,254.14,12
MOL004116,4116,"methyl 5-acetyl-1,2,3,5,6-oxatetrazinane-3-carboxylate",190.190,2,8,-1.596,,1.17203936913,-0.38557,-0.59097,0.048546,0.29198468,83.14,1
MOL004117,4117,4-methyl heptadecanoic acid,284.540,1,2,7.076,,22.1891159711,1.10205,0.91693,0.13249,0.19570073,37.3,15
MOL004118,4118,4-acetyl-2-methyoxy-5-methyltriacontane,509.020,0,2,12.559,,17.9023482047,1.28875,0.89979,0.48261,0.17204073,26.3,29
MOL004119,4119,5-METHYLFURFURAL,110.120,0,2,1.130,11.901,43.91976422,1.07396,1.48401,0.014379,0.1646325,30.21,1
MOL004120,4120,Curculigin C,535.790,6,11,0.885,,18.2410569816,-1.63230,-2.08689,0.65999,0.35929444,167.53,6
MOL004121,4121,"2,4,6-Trichloro-3-methoxy-5-methylphenol",241.500,1,2,4.026,12.037692,37.5318524238,1.39534,1.33775,0.047595,0.55354875,29.46,1
MOL004122,4122,Curculigosaponin G,783.120,8,13,1.575,,23.4131582208,-1.90159,-2.69071,0.14542,0.25749218,215.83,10
MOL004123,4123,Curculigosaponin G_qt,474.800,3,4,4.180,,26.4520905075,-0.01766,-0.70097,0.78351,0.24571197,77.76,5
MOL004124,4124,Curculigoside B,452.450,6,11,0.546,,7.7965236389,-1.18468,-1.79380,0.67038,0.36410093,175.37,8
MOL004125,4125,Curculigoside B_qt,290.290,3,6,2.450,5.010423,83.3623597953,0.24218,-0.20250,0.19458,0.3801738,96.22,5
MOL004126,4126,Curculigoside,466.480,5,11,0.797,,14.8857252899,-1.04949,-1.69377,0.70565,0.26857695,164.37,9
MOL004127,4127,Curcumadiol,238.410,2,2,2.563,7.712701,63.62678803,0.81079,0.69659,0.10498,0.24503931,40.46,1
MOL004128,4128,"4H-Dibenzo(de,g)quinoline, 9-(4,5-dimethoxy-2-((1,2,3,4-tetrahydro-5,6,7-trimethoxy-2-methyl-1-isoquinolinyl)methyl)phenoxy)-5,6,6a,7-tetrahydro-1,2,3,10-tetramethoxy-6-methyl-, (S-(R*,R*))-",756.970,0,12,7.094,,20.6476200557,1.05267,-0.11343,0.12034,0.13186941,98.78,13
MOL004129,4129,Curculigoside_qt,304.320,2,6,2.701,,4.68947257112,0.46494,-0.10790,0.21643,0.31251362,85.22,6
MOL004130,4130,TETRAMETHYLSUCCINAMIDE,172.260,0,4,-0.791,3.2734,68.7859912309,0.87528,0.56359,0.028866,0.1014609,40.62,3
MOL004131,4131,N-acetyl-N-hydroxy-2-carbamic acid methylester,133.120,1,5,-0.556,,3.16436083025,-0.19215,-0.44213,0.017112,0.2665948,66.84,1
MOL004132,4132,1-Bromo-2-methoxynaphthalene,237.100,0,1,3.470,,8.32396029548,1.76979,1.69676,0.05963,0.4766711,9.23,1
MOL004133,4133,orcinol glucoside,286.310,5,7,-0.123,,18.3024824885,-0.74512,-1.18925,0.16348,0.31450304,119.61,3
MOL004134,4134,Orcin,124.150,2,2,1.781,11.9266,48.1415423489,1.03855,0.88801,0.020534,0.39780039,40.46,0
MOL004135,4135,"2,3,4,7-tetramethoxyxanthone",316.330,0,6,2.899,,29.2448905271,0.92589,0.11930,0.33404,0.20644285,67.13,4
MOL004136,4136,lycorine,287.340,2,5,0.714,,12.6156606981,-0.07522,-0.58452,0.51062,0.26191542,62.16,0
MOL004137,4137,yuccagenin,430.690,2,4,3.667,,12.10235812,0.23884,-0.29607,0.78757,0.21265985,58.92,0
MOL004138,4138,corchioside A,418.440,7,11,-1.359,,12.7670335603,-1.88233,-2.25361,0.52099,0.29212028,178.53,5
MOL004139,4139,curculigine A,531.380,7,12,-0.290,,13.8966461748,-1.96176,-2.60655,0.6988,0.34822017,187.76,7
MOL004140,4140,"2,4-dichloro-5-methoxy-3-methylphenol",207.060,1,2,3.361,11.812384,51.3925302283,1.45199,1.41054,0.039371,0.43162599,29.46,1
MOL004141,4141,curculigine B,501.350,6,11,0.048,,20.8238007679,-1.33145,-1.94625,0.62158,0.33203655,167.53,7
MOL004143,4143,curculigosaponin A,636.960,6,9,2.433,,7.31688113766,-1.27318,-2.23794,0.39193,0.23460922,156.91,8
MOL004144,4144,curculigosaponin E_qt,474.800,3,4,4.180,,26.4520905075,-0.20982,-0.84766,0.78381,0.25009033,77.76,5
MOL004145,4145,curculigosaponin B,606.930,5,8,2.944,,10.3380826523,-0.87083,-1.73419,0.50564,0.23235846,136.68,7
MOL004146,4146,curculigosaponin C,769.090,8,13,1.197,11.837428,39.3061041,-2.04798,-3.2432,0.18984,0.21975267,215.83,10
MOL004147,4147,curculigosaponin D,799.120,9,14,0.686,12.368945,31.6009399,-2.43425,-3.44408,0.13519,0.221572,236.06,11
MOL004148,4148,curculigosaponin E,931.250,11,18,-0.550,,17.7369932194,-3.13678,-4.40593,0.067835,0.2126161,294.98,13
MOL004149,4149,curculigosaponin F,961.280,12,19,-1.060,,5.80199032142,-3.78312,-4.80475,0.048863,0.2289194,315.21,14
MOL004150,4150,curculigosaponin J_qt,474.800,3,4,4.180,,26.4520905075,-0.25090,-0.84760,0.78494,0.24430087,77.76,5
MOL004151,4151,curculigosaponin G,783.120,8,13,1.575,,23.4131582208,-2.26422,-3.08328,0.14553,0.24975853,215.83,10
MOL004152,4152,curculigosaponin H,915.250,10,17,0.338,,6.90831290075,-2.96632,-4.05801,0.07272,0.23911303,274.75,12
MOL004153,4153,"2,3,5-TRIMETHYLPHENANTHRENE",220.330,0,0,5.105,,18.924307663,1.97135,1.78314,0.15141,0.45461351,0,0
MOL004154,4154,Cynanuriculoside A_qt,923.270,4,16,2.897,19.102862,53.07499965,-0.79402,-1.91273,0.091751,0.19756539,207.36,15
MOL004155,4155,curculigosaponin I,945.280,11,18,-0.172,,6.92492381749,-3.35739,-4.34068,0.050165,0.23284531,294.98,13
MOL004156,4156,curculigosaponin J,1077.410,13,22,-1.408,,5.90330198173,-4.15760,-5.38897,0.025879,0.22604813,353.9,15
MOL004157,4157,curculigosaponin K,963.300,13,19,-0.878,,17.7374016335,-3.92555,-5.01884,0.048835,0.22246204,318.37,14
MOL004158,4158,curculigosaponin L_qt,476.820,4,4,4.363,,18.4471806179,-0.34145,-1.23105,0.78329,0.22079194,80.92,5
MOL004159,4159,curculigosaponin L,785.140,9,13,1.757,,15.2391238982,-2.27687,-3.28092,0.14537,0.22567502,218.99,10
MOL004160,4160,curculigosaponin M,1077.410,14,22,-1.195,,6.06684640495,-4.16796,-5.37424,0.025921,0.21396349,357.06,15
MOL004161,4161,curculigosaponin M_qt,458.800,3,3,5.282,,29.8476401424,0.21598,-0.77242,0.78246,0.25334704,60.69,4
MOL004162,4162,Curculigenin A,474.800,3,4,4.180,,12.6086909523,0.05752,-0.84095,0.78665,0.25501931,77.76,5
MOL004163,4163,Curculigenin B,476.820,4,4,4.363,,9.88498466704,0.03351,-0.70973,0.78263,0.22367938,80.92,5
MOL004164,4164,Curculigenin C,458.800,3,3,5.282,,29.8476401424,0.56940,-0.28945,0.78446,0.24486288,60.69,4
MOL004165,4165,"[5-hydroxy-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]methyl 3-hydroxy-2,6-dimethoxybenzoate",482.480,6,12,0.529,,3.9410868,-1.13219,-1.7241,0.7274,0.30556905,184.6,9
MOL004166,4166,Curculigoside C_qt,320.320,3,7,2.434,,2.04139478041,0.21058,-0.23475,0.24505,0.31652662,105.45,6
MOL004167,4167,"2,6-Dimethoxybenzoic acid",182.190,1,4,1.402,11.776376,62.6844760281,0.46113,0.33904,0.047998,0.27341735,55.76,3
MOL004168,4168,curculigol,456.830,2,2,6.589,,14.2416398858,0.88480,0.26036,0.78417,0.24408397,40.46,5
MOL004169,4169,2-PROPYL-1-HEPTANOL,158.320,1,1,3.571,,25.7940774781,1.20277,1.22246,0.018641,0.18264997,20.23,7
MOL004170,4170,DBQ,220.340,0,2,3.129,,27.8028937482,0.98846,0.80466,0.074677,0.33394489,34.14,2
MOL004171,4171,"3-(alpha,4-Dihydroxy-3-methoxybenzyl)-4-(hydroxy-3-methoxybenzyl) tetrahydrofuran",360.440,3,6,2.463,,5.52619238413,0.25739,-0.25786,0.39546,0.20504098,88.38,6
MOL004172,4172,"(1R)-1-[(2S,4aR,4bS,7R,8aS)-7-hydroxy-2,4b,8,8-tetramethyl-4,4a,5,6,7,8a,9,10-octahydro-3H-phenanthren-2-yl]ethane-1,2-diol",322.540,3,3,2.995,0.568407,46.7014107635,0.17464,-0.30882,0.31312,0.21155196,60.69,2
MOL004173,4173,darutoside_qt,322.540,3,3,2.995,,29.932983067,0.05491,-0.40830,0.31307,0.20949055,60.69,2
MOL004174,4174,epsilon-Cadinene,204.390,0,0,4.853,,16.4104314754,1.82033,2.12369,0.077488,0.28934929,0,1
MOL004175,4175,NSC733507,488.780,4,5,4.352,,17.3184890759,-0.21588,-0.79696,0.7121,0.24637163,97.99,1
MOL004176,4176,germacrane D,210.450,0,0,6.025,,15.4635783804,1.81584,2.09894,0.055543,0.19651645,0,1
MOL004177,4177,15alpha-Hydroxy-ent-kaur-16-en-19-oic acid,318.500,2,3,3.784,2.29218,58.7272953318,0.44269,0.10385,0.38365,0.28942591,57.53,1
MOL004178,4178,orientin,448.410,8,11,-0.325,,1.78985974248,-1.54403,-2.32214,0.75135,0.31888509,201.28,3
MOL004179,4179,Vernolic acid,296.500,1,3,5.398,3.21554,37.6253024777,0.72056,0.17565,0.18715,0.22389819,49.83,14
MOL004180,4180,Coronaridine,338.490,1,3,4.060,9.923073,34.9655206954,1.44441,1.28185,0.67559,0.18731,45.33,3
MOL004181,4181,Henicosanol,312.650,1,1,8.726,,11.8626031005,1.38325,0.75845,0.18736,0.15662117,20.23,19
MOL004182,4182,"(1R)-1-[(2S,4aR,4bS,6S,8R,8aS)-6-hydroxy-2,4b,8-trimethyl-8-methylol-4,4a,5,6,7,8a,9,10-octahydro-3H-phenanthren-2-yl]ethane-1,2-diol",338.540,4,4,1.769,,28.3772299871,-0.62116,-1.39314,0.34867,0.23024666,80.92,3
MOL004183,4183,Orixine,335.390,2,7,2.079,,18.7145763393,0.41166,-0.08640,0.35221,0.20322925,90.27,5
MOL004184,4184,Siegesesteric acid II,348.580,1,3,4.546,0.979982,51.9792489411,0.82594,0.68963,0.48412,0.20741354,46.53,4
MOL004185,4185,Siegesmethyletheric acid,334.550,1,3,4.197,1.455507,60.7155592989,0.77257,0.56152,0.43321,0.17909652,46.53,3
MOL004187,4187,Stigmasterol-beta-D-glucoside,484.700,6,8,1.248,,4.0798011872,-1.03966,-1.51923,0.84749,0.19054906,139.84,5
MOL004188,4188,chromolaevanedione,222.360,0,2,1.868,,21.990747907,0.73920,0.47050,0.087325,0.29156569,34.14,5
MOL004189,4189,darutigenol B,322.540,2,3,2.863,,16.7424881414,0.36800,-0.16393,0.37854,0.24772038,49.69,1
MOL004190,4190,(-)-alpha-N-methylcanadine,354.460,0,4,3.490,5.782217,45.0640271625,1.15258,0.45415,0.79625,0.18888205,36.92,2
MOL004191,4191,Capaurine,371.470,1,6,3.332,2.738543,62.9143914248,0.86095,0.51389,0.69142,0.15612151,60.39,4
MOL004192,4192,caseanidine,341.440,1,5,3.349,,25.2051914187,0.93156,0.51367,0.58594,0.18804444,51.16,3
MOL004193,4193,Clarkeanidine,327.410,2,5,3.098,2.742434,86.6502859012,0.86477,0.41610,0.53556,0.21372631,62.16,2
MOL004194,4194,corybulbine,353.500,0,4,4.422,,26.1306371879,1.23181,0.72013,0.62145,0.20414315,30.93,3
MOL004195,4195,CORYDALINE,369.500,0,5,3.919,1.770204,65.8354790434,1.22772,0.89929,0.68089,0.14324412,40.16,4
MOL004196,4196,Corydalmine,340.450,1,4,4.677,2.098647,52.5012930814,1.20926,0.57266,0.58854,0.22782907,47.92,3
MOL004197,4197,Corydine,341.440,1,5,3.284,2.252847,37.1569450332,1.28673,0.78909,0.55435,0.21827875,51.16,3
MOL004198,4198,18797-79-0,367.430,1,6,2.732,7.663994,46.0595828128,0.72456,0.19228,0.84642,0.25849286,60.39,0
MOL004199,4199,Corynoloxine,365.410,0,6,3.159,7.971037,38.1162353631,0.62334,0.24637,0.5978,0.29324964,49.39,0
MOL004200,4200,"methyl-[2-(3,4,6,7-tetramethoxy-1-phenanthryl)ethyl]amine",355.470,1,5,3.440,2.007858,61.1462742708,1.05998,0.18579,0.44363,0.22236252,48.95,7
MOL004201,4201,"4H-Dibenzo(de,g)quinoline-1,11-diol, 5,6,6a,7-tetrahydro-2,10-dimethoxy-6-methyl-, (S)-",327.410,2,5,3.033,,24.9516919474,1.24622,0.77149,0.5073,0.20324273,62.16,2
MOL004202,4202,dehydrocavidine,351.430,0,5,3.334,6.046752,38.9933008034,1.20888,0.62429,0.80769,0.25153986,40.16,2
MOL004203,4203,Dehydrocorybulbine,352.440,1,4,3.881,1.063841,46.9688579045,1.31923,0.49150,0.63199,0.14615238,51.8,3
MOL004204,4204,dehydrocorydaline,366.470,0,4,4.132,1.6712,41.9787980916,1.34772,0.48139,0.68309,0.13315164,40.8,4
MOL004205,4205,Dehydrocorydalmine,338.410,1,4,3.395,1.935891,43.89752148,1.19898,0.31037,0.59313,0.15867554,51.8,3
MOL004206,4206,Dehydroglaucine,353.450,0,5,3.818,,25.9149276081,1.07126,0.44088,0.60851,0.18550989,40.16,4
MOL004207,4207,Dehydronantenine,337.400,0,5,3.619,,28.3400100551,1.15932,0.42964,0.74569,0.23283426,40.16,2
MOL004208,4208,demethylcorydalmatine,327.410,2,5,3.098,2.025035,38.9924029598,0.85233,0.46296,0.53861,0.23477399,62.16,2
MOL004209,4209,13-methyldehydrocorydalmine,352.440,1,4,3.881,1.683064,35.9385044205,1.15344,0.19561,0.63307,0.15945111,51.8,3
